Kind	Name	Category	2020-02-16	2020-02-17	2020-02-18	2020-02-19	2020-02-20	2020-02-21	2020-02-22	2020-02-23	2020-02-24	2020-02-25	2020-02-26	2020-02-27	2020-02-28	2020-02-29	2020-03-01	2020-03-02	2020-03-03	2020-03-04	2020-03-05	2020-03-06	2020-03-07	2020-03-08	2020-03-09	2020-03-10	2020-03-11	2020-03-12	2020-03-13	2020-03-14	2020-03-15	2020-03-16	2020-03-17	2020-03-18	2020-03-19	2020-03-20	2020-03-21	2020-03-22	2020-03-23	2020-03-24	2020-03-25	2020-03-26	2020-03-27	2020-03-28	2020-03-29
subregion	Adams County	Workplace	1.0	-15.84	1.58	0.42	0.47	3.03	3.61	-1.19	11.59	2.34	2.93	3.02	2.61	3.4	2.23	10.9	3.92	3.29	3.24	3.38	3.32	0.94	11.22	3.4		-0.01	-9.2	-3.63	-8.08	-13.74	-28.41	-31.86	-42.01	-44.32	-26.05	-27.98	-31.81	-40.91	-43.58	-47.46	-48.39	-35.77	-36.49
subregion	Adams County	Residential	-0.53	4.33	0.93	1.92	0.53	-1.04	-1.1	1.58	-1.08	1.88	-0.86	-1.09	-1.73	-1.42	0.23	-0.96	-1.19	-1.1	-1.33	-1.7	-1.83	-0.48	-1.89	-0.51	-0.86	0.27	5.53	4.75	4.36	6.06	12.28	12.48	21.95	22.45	13.41	10.09	13.37	17.49	17.8	21.55	24.7	17.58	13.44
subregion	Alamosa County	Retail & recreation	-0.17	-5.08	4.55	3.28	5.45	-1.58	-3.87	-1.53	0.94	-0.01	14.36	9.77	19.09	26.32	10.65	15.23	18.84	16.16	20.68	9.43	15.21	7.26	14.6	9.11	14.96	14.07	1.34	0.47	-0.85	5.08	-11.55	-16.47	-29.31	-30.12	-34.79	-28.94	-25.09	-30.7	-29.65	-50.58	-48.54	-47.11	-43.83
subregion	Alamosa County	Grocery & pharmacy	4.6	5.36	19.3	8.1	9.26	19.18	4.13	10.0	9.38	6.89	20.94	16.55	30.8	18.93	12.3	19.45	26.89	22.29	25.82	16.27	10.05	21.53	19.45	21.37	22.96	36.41	34.29	28.99	25.38	22.14	31.71	22.29	13.9	18.01	5.32	9.22	4.01	6.2	10.13	-32.46	-19.2	-21.01	-28.47
subregion	Alamosa County	Parks																																											
subregion	Alamosa County	Transit stations																																											
subregion	Alamosa County	Workplace	3.77	-23.93	0.0	2.89	1.74	0.0	1.51	3.77	4.29	1.71	2.89	1.74	3.23	4.54	11.32	9.2	4.57	2.31	4.07	-3.87	1.51	5.65	4.9	2.29	-1.73	2.32	0.65	3.03	0.0	-16.56	-25.15	-23.7	-24.42	-24.51	-10.6	-16.98	-23.31	-29.71	-30.06	-38.37	-33.55	-31.81	-28.31
subregion	Alamosa County	Residential																																											
subregion	Arapahoe County	Retail & recreation	6.38	4.33	-0.58	-9.41	1.62	2.31	4.13	-6.08	0.39	-2.21	5.93	7.16	7.15	6.02	6.85	3.52	9.62	6.55	8.84	4.85	4.75	6.35	5.09	5.82	6.21	7.33	-0.31	-9.75	-12.55	-5.25	-21.4	-23.86	-48.61	-41.32	-40.63	-40.27	-28.57	-34.79	-37.0	-49.9	-52.83	-55.08	-52.15
subregion	Arapahoe County	Grocery & pharmacy	2.29	2.82	-2.13	-5.05	1.75	-2.83	-0.01	-12.44	-4.39	-11.85	0.07	0.93	2.73	1.38	1.02	1.59	7.31	3.25	4.19	5.35	6.09	0.77	6.5	6.98	11.55	25.4	26.76	15.16	3.0	18.87	10.73	8.01	-21.96	-5.5	-6.63	-12.54	0.76	-8.03	-10.38	-25.97	-27.93	-28.12	-29.78
subregion	Arapahoe County	Parks	-10.61	-15.39	-23.46	-28.42	-7.4	7.75	3.86	-42.27	-5.72	-29.22	0.21	18.47	43.09	11.3	-4.52	8.18	24.89	30.13	45.49	60.76	76.46	77.03	53.59	33.94	58.75	26.09	-16.81	7.58	40.69	52.35	29.83	60.89	-58.66	-39.87	-22.92	24.87	33.0	48.96	52.12	20.55	-30.82	-23.84	13.56
subregion	Arapahoe County	Transit stations	7.87	-12.27	-5.85	-6.85	4.12	6.2	7.2	-6.46	3.26	-6.84	7.71	11.11	10.85	12.51	4.65	4.89	8.25	7.71	12.72	11.19	15.09	12.0	10.26	7.03	9.15	3.89	-10.99	-3.28	-1.98	-14.71	-25.23	-24.95	-49.2	-42.8	-32.52	-23.31	-30.81	-34.92	-39.2	-44.27	-47.79	-42.32	-36.38
subregion	Arapahoe County	Workplace	1.17	-20.35	-2.61	0.89	0.83	3.71	3.72	-1.9	8.64	1.67	2.78	3.16	2.17	4.05	2.21	7.8	3.84	3.48	1.17	-0.4	3.46	1.6	8.01	2.09	0.94	-0.79	-10.58	-4.11	-8.74	-22.22	-33.84	-37.87	-47.83	-48.99	-28.75	-32.07	-41.64	-47.95	-50.27	-53.77	-53.46	-40.45	-40.42
subregion	Arapahoe County	Residential	-0.49	5.04	1.62	1.81	0.52	-0.89	-1.07	2.37	-0.94	1.85	-0.67	-1.05	-1.34	-1.11	-0.05	-0.81	-1.25	-0.94	-0.76	-0.52	-1.55	-0.34	-1.21	0.0	-0.26	0.85	6.0	4.34	4.43	7.85	13.52	14.63	23.77	23.87	14.05	10.95	16.5	19.96	21.01	24.11	26.7	18.2	14.04
subregion	Archuleta County	Retail & recreation	17.11	15.16	3.93	-0.01	6.08	8.03	-5.89	-19.34	7.85	3.36	4.99	9.13	8.48	-5.47	-10.5	5.04	7.29	5.55	-1.53	0.89	-2.54	13.25	33.13	32.57	28.32	22.83	8.92	-3.79	1.65	19.09	-10.12	-25.0	-42.65	-35.27	-53.79	-54.15	-38.21	-42.71	-43.34	-52.29	-60.73	-60.93	-60.22
subregion	Archuleta County	Grocery & pharmacy	24.41	17.89	14.94	9.78	13.97	15.38	0.99	3.48	11.57	21.82	14.12	16.12	18.26	12.86	12.78	5.25	21.82	10.86	22.57	16.34	20.79	29.06	25.25	35.62	29.34	42.99	27.87	28.7	40.69	36.83	50.56	17.39	-4.3	6.73	-11.89	-10.47	-8.43	-4.6	-0.01	-21.52	-29.82	-26.74	-27.91
subregion	Archuleta County	Parks																																											
subregion	Archuleta County	Transit stations																																											
subregion	Archuleta County	Workplace	14.58	-20.39	-4.63	-0.91	-0.93	8.08	0.0	2.08	5.82	-2.78	-0.91	0.0	11.11	7.01	10.41	3.88	4.63	0.91	0.0	0.0	1.75	12.5	7.77	2.78	0.0	0.0	6.06	1.75	2.08	0.0	-12.04	-25.69	-37.04	-27.28	-33.33	-35.41	-33.01	-35.18	-38.53	-47.22	-40.41	-45.61	-43.75
subregion	Archuleta County	Residential																																											
subregion	Boulder County	Retail & recreation	3.92	4.99	0.04	-7.14	1.09	3.24	5.29	-3.58	-0.52	-2.07	3.34	3.2	4.62	3.23	-1.19	-0.31	6.33	4.44	5.57	4.83	7.83	7.42	2.88	3.94	5.18	3.02	-9.54	-20.65	-21.71	-16.72	-32.5	-34.51	-56.21	-50.67	-49.15	-48.57	-41.82	-43.3	-47.24	-58.79	-61.35	-61.72	-58.92
subregion	Boulder County	Grocery & pharmacy	-1.17	0.82	-1.36	-7.39	-1.24	0.57	8.39	-0.96	0.2	-0.63	2.05	3.6	8.04	10.06	3.28	2.6	10.01	6.97	6.18	10.63	13.91	7.75	8.73	9.48	15.58	28.34	35.24	18.85	3.5	16.52	6.88	3.17	-24.74	-7.96	-7.21	-17.42	-12.89	-13.56	-17.03	-33.61	-30.84	-27.44	-32.16
subregion	Boulder County	Parks	-16.13	16.61	-18.5	-26.96	-6.69	7.21	4.45	-40.3	-1.92	-26.57	2.16	5.01	28.86	6.86	-36.64	-10.55	12.5	21.83	33.14	51.28	76.15	46.52	51.44	24.74	48.51	13.92	-25.26	-17.84	31.68	65.48	26.04	80.31	-55.99	-43.04	-13.73	19.96	34.82	45.05	40.15	10.86	-41.24	-22.99	-7.15
subregion	Boulder County	Transit stations	1.72	-2.77	0.3	-4.86	7.57	9.13	8.84	-5.79	7.6	-3.44	3.02	1.21	7.61	4.86	-5.79	6.21	5.91	7.26	6.05	10.97	15.47	9.24	12.8	-1.57	-3.04	-11.52	-31.1	-14.62	-19.09	-25.96	-37.7	-38.79	-64.24	-55.8	-41.6	-35.27	-47.07	-47.67	-51.52	-60.61	-63.42	-50.9	-43.94
subregion	Boulder County	Workplace	1.92	-23.39	2.92	0.58	0.34	2.2	6.08	3.01	11.13	2.82	2.52	2.32	2.61	5.73	3.28	10.2	3.45	2.14	2.88	0.78	4.94	2.6	9.62	1.18	-2.36	-6.47	-25.26	-9.2	-16.06	-36.29	-49.29	-52.7	-60.83	-59.41	-36.21	-41.02	-55.58	-60.85	-63.17	-65.91	-66.04	-44.95	-46.93
subregion	Boulder County	Residential	0.48	5.16	0.2	1.99	0.3	-0.64	-0.55	1.59	-0.22	1.12	-0.04	-0.71	-1.41	-0.77	0.89	0.66	-0.51	0.12	-0.86	-0.47	-1.18	0.58	0.4	1.02	1.39	3.45	11.11	7.85	7.12	13.88	18.82	19.5	27.66	27.05	15.42	12.93	21.36	22.92	24.4	26.96	30.25	18.71	15.44
subregion	Broomfield County	Retail & recreation	6.74	15.35	-1.52	-8.94	0.31	3.5	7.75	-1.77	1.96	0.45	7.31	5.05	5.88	9.33	5.04	2.91	7.23	16.76	4.79	15.81	11.73	4.98	7.07	6.7	6.73	12.38	3.45	-15.53	-19.9	-4.15	-22.65	-26.31	-49.5	-42.49	-49.12	-47.54	-34.27	-37.93	-36.41	-53.67	-56.19	-60.73	-56.76
subregion	Broomfield County	Grocery & pharmacy	-0.01	0.94	10.18	-3.49	10.16	22.8	4.2	-3.8	-1.91	4.62	13.04	5.08	18.42	4.2	-1.28	12.37	14.81	1.73	5.08	21.04	19.99	15.18	11.42	17.58	14.77	22.87	39.46	26.31	32.9	36.18	15.74	5.21	-21.2	-4.39	-7.38	-3.8	-9.53	-11.12	-8.7	-24.59	-28.08	-25.27	-30.38
subregion	Broomfield County	Parks	-20.6	-23.44	-21.92	-17.15	-4.56	14.92	14.65	-33.83	-4.7	-20.55	2.84	4.54	29.84	15.99	-25.0	-14.07	9.58	25.71	30.29	53.72	59.98	49.99	53.12	32.87	52.85	13.63	-2.99	-9.33	48.52	35.93	4.1	35.7	-62.13	-43.28	-13.34	26.46	24.99	28.76	39.99	6.05	-31.35	-21.34	8.81
subregion	Broomfield County	Transit stations		6.38	5.45	-5.56	11.76				6.38	3.63	7.4	11.76				6.38	5.45	9.25	13.72					3.63	1.85	-11.76	2.17			-2.13	-30.91	-20.37	-54.9	-41.31			-27.66	-30.91	-38.89	-52.94	-52.17	-45.71	
subregion	Broomfield County	Workplace	2.45	-25.38	2.53	1.96	-0.93	2.12	5.45	1.23	12.39	2.25	0.91	2.36	1.41	3.46	-2.46	11.05	3.05	2.75	0.26	0.42	3.46	1.23	8.65	0.0	-2.23	-6.31	-17.02	-7.43	-11.65	-29.71	-44.68	-48.69	-57.69	-57.73	-32.68	-33.13	-52.69	-58.37	-60.61	-65.04	-63.26	-43.07	-41.11
subregion	Broomfield County	Residential		5.37	0.13	1.47	0.84	-0.98	-1.79		-1.26	1.24	-0.6	-0.37	-1.42	-1.81		-0.62	-0.03	-0.79	0.01	0.11	-1.51		0.07	1.42	0.91	3.51	9.09			12.19	18.92	18.93	27.81	27.2			21.17	24.17	23.68	28.25	30.1		
subregion	Chaffee County	Retail & recreation	21.13	15.55	2.22	-4.51	-0.34	5.53	3.91	-6.04	-2.23	-0.37	3.12	4.03	9.62	9.49	12.07	1.85	4.44	2.43	5.36	8.16	10.61	22.26	15.55	18.51	12.84	11.75	-4.38	1.39	14.34	10.0	-5.56	-21.19	-43.62	-38.19	-49.73	-46.79	-37.78	-33.33	-42.71	-51.68	-55.98	-59.77	-55.85
subregion	Chaffee County	Grocery & pharmacy	6.93	13.12	-5.06	4.2	-4.81	7.82	1.73	-6.93	3.03	6.06	8.42	2.88	8.69	3.47	8.9	7.07	11.11	1.05	1.92	12.17	9.56	13.86	16.15	23.23	23.15	27.88	18.25	15.65	19.79	38.38	27.27	31.57	-1.92	2.61	-7.83	-11.88	-8.09	-2.02	-3.16	-16.35	-19.13	-24.35	-30.7
subregion	Chaffee County	Parks																																											
subregion	Chaffee County	Transit stations																																											
subregion	Chaffee County	Workplace	4.68	-9.1	2.85	1.37	0.68	0.76	1.33	-3.13	2.26	4.28	2.06	-0.01	-2.3	7.99	-1.57	5.3	2.85	-0.7	3.43	4.57	2.66	-4.7	3.78	2.85	-0.01	-1.39	-2.3	-0.01	-10.94	-12.89	-22.86	-30.35	-34.49	-34.36	-36.0	-42.19	-34.1	-38.58	-38.63	-40.0	-41.99	-45.34	-45.32
subregion	Chaffee County	Residential																																											
subregion	Clear Creek County	Retail & recreation	1.13	19.52	-20.84	-4.88	9.81	-0.01	-2.15	-8.15	-14.29	-25.3	1.94	2.96	-4.97	-5.51	-0.39	-12.54	-6.56	-5.2	5.64	-6.11	-4.9	1.51	-0.88	-16.08	-3.9	4.76	-24.05	-24.47	-42.05	-45.78	-68.45	-66.23	-85.72	-86.65	-84.1	-85.23	-79.6	-69.06	-75.33	-82.14	-88.55	-91.74	-87.5
subregion	Clear Creek County	Grocery & pharmacy	1.81	31.38	9.2	-15.67	13.57	7.54	22.31	14.53	22.09	10.52	4.81	3.7	19.8	12.49	23.63	6.97	7.89	7.22	13.57	4.7	14.28	19.08	6.97	9.2	9.63	29.62	16.97	10.71	2.71	11.61	11.83	2.4	-30.88	-33.97	-25.0	-39.1	-29.07	-10.54	-25.31	-24.7	-44.35	-52.69	-55.45
subregion	Clear Creek County	Parks	-26.01						-12.74	-56.0						-18.19	-36.0						18.17	3.99						-10.92							-27.28	-12.0						-56.37	-42.01
subregion	Clear Creek County	Transit stations																																											
subregion	Clear Creek County	Workplace		-23.81	5.74	-2.15	-2.17	3.4			7.14	6.89	0.0	5.44	5.68			8.33	9.2	0.0	6.52	3.4			8.33	5.74	0.0	-2.17	-5.68	-2.23		-17.86	-36.78	-37.63	-53.26	-53.41	-35.55	-35.0	-41.67	-44.83	-50.53	-51.09	-53.41	-44.44	-40.0
subregion	Clear Creek County	Residential																																											
subregion	Conejos County	Retail & recreation																																											
subregion	Conejos County	Grocery & pharmacy																																											
subregion	Conejos County	Parks																																											
subregion	Conejos County	Transit stations																																											
subregion	Conejos County	Workplace		-14.29	-1.57	3.38	-1.7				10.71	-4.7	6.77	6.77				7.13	-4.7	6.77	1.69				10.71	-0.01	5.08	-11.87	-4.45			-17.86	-26.57	-25.43	-27.12	-20.0			-25.0	-37.5	-35.6	-38.99	-28.89		
subregion	Conejos County	Residential																																											
subregion	Delta County	Retail & recreation	-1.72	-2.07	-0.01	-3.16	7.32	3.98	1.9	0.38	0.34	0.97	6.93	14.96	11.96	14.71	20.07	7.21	15.03	14.82	15.28	12.23	11.99	11.73	15.8	7.51	6.93	10.83	5.32	6.8	1.13	2.4	-9.16	-18.62	-26.12	-22.61	-30.8	-28.79	-22.69	-21.9	-21.45	-38.54	-43.09	-43.33	-40.53
subregion	Delta County	Grocery & pharmacy	1.13	2.72	-2.17	1.06	-3.23	0.95	-1.95	-1.13	-0.55	6.52	1.06	5.37	7.69	10.73	7.34	2.18	13.04	5.87	9.67	4.32	8.77	14.12	12.02	10.86	9.09	14.51	16.82	18.54	22.59	26.22	27.16	7.48	-0.01	11.06	-2.45	2.25	-3.29	-2.72	-0.01	-15.05	-20.19	-24.39	-19.78
subregion	Delta County	Parks							-13.22							11.32							7.55							-26.41					-59.45		-41.51						-50.0	-39.62	
subregion	Delta County	Transit stations																																											
subregion	Delta County	Workplace	-5.14	-22.18	-14.42	-13.82	-15.33	-15.33	-2.14	3.84	4.52	5.92	2.92	2.11	4.94	-1.07	7.68	7.23	4.22	7.94	4.67	1.79	5.3	5.12	7.23	3.38	3.75	5.95	-1.81	4.24	3.84	-15.39	-16.96	-24.7	-29.79	-28.84	-18.09	-15.39	-25.8	-32.21	-32.23	-38.31	-40.55	-21.29	-19.24
subregion	Delta County	Residential			0.78	0.99	0.68				-1.41	0.38	-1.6	0.05	-0.86			-1.21	-2.25	-2.03	-0.72	-1.02			-2.64	-0.96	-2.28	-0.14	0.95				5.09												
subregion	Denver County	Retail & recreation	3.34	6.23	-3.45	-7.65	-0.32	1.81	0.19	-6.52	-0.66	-2.69	4.3	2.98	3.13	1.06	3.12	4.21	8.76	5.06	4.12	3.51	0.48	2.26	6.4	1.55	4.77	1.51	-11.88	-22.73	-24.64	-14.31	-34.14	-37.55	-56.91	-53.25	-55.89	-52.22	-35.34	-46.23	-54.73	-59.06	-62.63	-66.61	-62.54
subregion	Denver County	Grocery & pharmacy	3.25	-1.28	-0.94	-8.21	-1.34	5.03	7.98	-2.31	1.18	-1.43	3.62	6.67	14.37	16.22	16.25	12.49	20.3	11.93	16.36	19.49	19.91	20.23	17.29	19.37	19.43	31.55	39.01	25.84	16.9	27.56	16.8	8.92	-15.03	-2.07	-0.39	-6.75	5.39	-6.74	-21.34	-23.42	-23.27	-21.89	-25.24
subregion	Denver County	Parks	-11.62	-5.35	-17.68	-26.16	-5.96	1.79	7.38	-36.4	-6.76	-24.8	6.85	21.42	29.84	7.1	-5.42	8.96	23.22	28.1	46.87	59.05	62.49	52.87	60.52	42.08	62.66	31.24	-3.19	-0.66	26.54	39.46	17.28	44.61	-55.06	-44.52	-27.66	14.26	16.5	13.98	7.4	-2.69	-48.22	-40.24	-16.93
subregion	Denver County	Transit stations	3.78	-5.67	5.13	1.98	-1.1	1.08	6.16	2.03	3.48	0.82	1.88	-1.31	1.04	1.34	0.71	-1.17	-2.0	-2.84	-6.94	-6.08	-0.93	-2.38	-3.34	-6.47	-6.98	-18.3	-24.53	-24.44	-28.81	-34.59	-39.46	-45.6	-69.25	-60.71	-55.93	-62.75	-63.07	-63.41	-66.95	-72.05	-74.35	-72.59	-74.89
subregion	Denver County	Workplace	-0.3	-20.09	1.3	-0.2	0.18	2.35	3.68	-0.63	9.08	1.94	1.97	2.04	2.56	2.85	2.34	7.45	2.63	1.58	1.62	0.98	2.06	1.96	8.52	1.51	-0.5	-3.76	-10.1	-4.18	-9.43	-24.27	-38.5	-43.08	-52.36	-52.75	-34.36	-34.91	-45.97	-52.31	-56.54	-58.24	-57.62	-44.85	-43.19
subregion	Denver County	Residential	-0.18	4.73	0.93	2.15	0.54	-1.12	-0.81	2.23	-0.75	1.78	-0.72	-0.81	-1.88	-0.96	0.19	-0.47	-0.97	-0.97	-1.18	-1.33	-1.52	-0.2	-1.31	0.09	-0.13	1.72	6.12	5.11	5.33	9.2	15.46	16.15	25.33	25.21	15.33	12.05	17.13	21.02	23.46	25.09	28.07	19.5	15.71
subregion	Douglas County	Retail & recreation	6.25	10.3	-3.64	-11.97	0.09	1.3	5.44	-15.78	-2.28	-6.82	4.19	5.28	5.45	5.35	4.17	-1.46	6.28	4.94	7.59	5.45	2.74	3.51	1.96	4.46	6.57	8.39	-3.99	-14.07	-18.52	-7.32	-23.06	-25.27	-53.55	-43.37	-45.99	-45.67	-34.17	-36.0	-33.21	-52.04	-55.2	-59.48	-56.0
subregion	Douglas County	Grocery & pharmacy	3.89	6.94	-1.56	-7.15	3.42	6.81	10.89	-17.02	0.41	-6.55	3.66	1.3	2.33	3.8	5.39	0.82	10.06	9.38	9.37	12.11	10.54	6.09	10.47	12.04	16.83	34.6	34.82	14.61	5.29	26.76	15.67	11.53	-25.94	-8.71	-11.0	-16.73	-6.55	-9.98	0.4	-26.85	-29.8	-35.99	-36.24
subregion	Douglas County	Parks	-7.98	-11.62	-22.02	-28.02	-5.97	6.09	-2.03	-51.85	-13.28	-23.94	-6.23	14.46	30.47	-4.04	-12.89	-3.33	20.84	27.62	40.84	55.27	55.8	52.14	29.45	34.36	45.9	31.91	-16.67	-6.82	52.14	39.41	29.72	63.02	-62.14	-47.57	-34.1	19.62	8.29	54.81	45.13	28.08	-36.59	-40.41	9.81
subregion	Douglas County	Transit stations		-11.69	0.0	0.0	-5.0	3.99			-3.9	-12.34	9.09	-2.5	5.33			-2.6	1.23	9.09	-1.26	0.0	-2.27		11.69	4.93	11.69	-15.0	-28.0	-27.28		-35.06	-43.21	-35.06	-62.49	-57.34	-45.45		-57.14	-53.08	-50.64	-58.75	-60.0	-50.0	
subregion	Douglas County	Workplace	-0.64	-28.42	-0.76	0.85	-0.81	1.09	5.74	-3.67	8.1	0.82	1.72	1.6	3.58	6.23	5.75	7.74	2.71		1.66	0.69	5.12	1.6	6.66	-0.21	-0.53	-3.1	-7.64	-3.87	-11.02	-32.72	-45.88	-49.87	-59.93	-58.75	-30.59	-35.47	-53.17	-59.29	-60.65	-64.9	-63.02	-41.95	-43.13
subregion	Douglas County	Residential	-0.51	5.22	1.28	1.36	0.15	-1.37	-1.25	3.7	-1.17	1.6	-0.63	-0.56	-1.72	-0.97	-0.02	-0.86	-0.58	-0.64	-0.67	-0.56	-0.91	0.26	-1.05	0.62	0.24	1.6	5.24	4.94	4.99	10.47	17.21	17.98	27.9	25.77	14.48	11.18	20.36	23.96	23.98	27.52	29.13	18.59	14.0
subregion	Eagle County	Retail & recreation	-0.29	4.22	2.41	1.02	5.9	3.75	2.47	-2.14	1.96	4.07	4.8	10.91	11.76	3.07	2.85	1.65	5.73	1.46	7.37	3.25	-5.08	-1.43	0.61	0.15	-2.19	2.21	-6.51	-20.9	-34.76	-30.67	-46.46	-52.34	-60.91	-62.08	-70.13	-69.66	-61.78	-60.78	-61.23	-68.88	-69.78	-77.33	-75.21
subregion	Eagle County	Grocery & pharmacy	-1.05	-0.7	5.2	1.06	2.51	1.29	8.97	4.89	6.97	2.51	11.21	6.81	12.98	3.32	5.59	-0.7	7.52	0.35	17.2	9.73	3.98	8.74	2.78	9.67	6.05	20.07	27.92	11.46	1.04	4.53	-13.26	-18.51	-25.45	-25.97	-32.89	-41.26	-33.45	-31.18	-28.12	-38.71	-39.61	-44.52	-46.5
subregion	Eagle County	Parks	7.44		21.66	5.08	3.03	3.8	0.95	-11.71	14.54	-8.34	5.08	9.09	16.45	7.69	-11.71	10.9	18.33	22.03	6.06	8.86	-0.01	-9.58	16.36	6.66	15.26	12.12	-12.66	-16.34	-11.71	16.36	-3.33	-20.35	-48.49	-41.78	-39.42	-37.24	-32.73	-16.67	-28.82	-31.81	-63.29	-56.73	-45.74
subregion	Eagle County	Transit stations	3.12	15.78	-1.34	-4.06	-10.01	-4.77	-5.07	-4.7	1.3	-4.01	4.05	-3.76	5.94	2.52	-0.01	-1.32	3.99	2.69	-11.26	-3.58	3.78	-3.13	-2.64	-8.01	-13.52	-7.51	-21.44	-26.59	-32.82	-30.27	-44.01	-41.9	-58.75	-58.34	-59.5	-64.07	-63.16	-56.0	-56.76	-63.75	-66.67	-68.36	-67.2
