Kind	Name	Category	2020-02-16	2020-02-17	2020-02-18	2020-02-19	2020-02-20	2020-02-21	2020-02-22	2020-02-23	2020-02-24	2020-02-25	2020-02-26	2020-02-27	2020-02-28	2020-02-29	2020-03-01	2020-03-02	2020-03-03	2020-03-04	2020-03-05	2020-03-06	2020-03-07	2020-03-08	2020-03-09	2020-03-10	2020-03-11	2020-03-12	2020-03-13	2020-03-14	2020-03-15	2020-03-16	2020-03-17	2020-03-18	2020-03-19	2020-03-20	2020-03-21	2020-03-22	2020-03-23	2020-03-24	2020-03-25	2020-03-26	2020-03-27	2020-03-28	2020-03-29
subregion	Carroll County	Workplace	7.58	-16.76	4.3	0.46	2.8	5.51	2.85	2.52	2.39	3.82	1.41	6.09	9.03	-2.86	7.58	5.25	6.21	6.15	4.68	10.54	9.51	10.12	3.34	7.16	4.73	4.21	7.52	0.94	11.38	-4.32	-11.02	-18.02	-20.19	-20.11	-22.86	-27.86	-27.76	-28.72	-30.81	-30.05	-28.65	-28.58	-26.59
subregion	Carroll County	Residential			0.89	-1.44	0.8				0.87	1.37	-1.07	0.7	-3.41			-1.02	-1.14	-3.89	-1.49	-4.09			1.71	0.13	-1.54	-1.02																	
subregion	Chicot County	Retail & recreation		-34.1	3.18	-36.38		16.94				12.76			44.06							20.33							1.69				-31.93			-20.35			-52.27	-23.41	-9.09	-13.96	-18.65		
subregion	Chicot County	Grocery & pharmacy		-6.4		-8.9	-15.23	2.04	-10.65		-6.4		-8.9	4.34	8.16	4.24		-0.01		-8.9	2.17	8.16	8.5		-4.26				20.39			6.38				18.36	10.63		-4.26		-0.01	4.34	10.19	6.38	
subregion	Chicot County	Parks																																											
subregion	Chicot County	Transit stations																																											
subregion	Chicot County	Workplace		-19.23	-7.15	-3.51	-1.86	5.45			7.69	-1.79	3.5	7.4	0.0			9.61	7.14	-1.76	0.0	0.0			3.84	-3.57	0.0	3.7	-7.28			0.0	-14.29	-21.06	-16.67	-29.09			-26.93	-21.43	-28.08	-22.23	-25.45		
subregion	Chicot County	Residential																																											
subregion	Clark County	Retail & recreation	3.31	3.85	-3.88	4.81	3.68	2.64	3.28	2.2	2.45	5.98	17.03	21.06	17.67	14.02	13.23	15.08	17.6	17.4	18.72	10.28	26.56	20.58	8.06	19.36	24.81	27.41	3.16	-0.9	2.93	-3.52	-8.81	-5.93	-15.05	-22.17	-31.05	-40.81	-30.17	-29.93	-20.38	-21.41	-28.24	-34.33	-33.09
subregion	Clark County	Grocery & pharmacy	-7.85	-5.64	4.83	-0.01	-12.32	-1.21	4.91	-7.85	1.4	20.96	19.69	-1.45	15.66	13.11	15.68	9.85	35.47	9.09	13.04	10.84	22.94	21.56	14.07	-1.61	28.78	49.27	32.52	31.14	15.68	12.67	25.8	21.2	9.42	20.47	16.39	-3.92	-22.54	12.1	-10.61	-13.05	-2.41	-3.29	1.96
subregion	Clark County	Parks																																											
subregion	Clark County	Transit stations	2.72	3.15	-2.56	5.73	-2.45	3.35	2.57	-0.91	1.04	2.53	10.64	10.55	10.07	8.61	13.63	3.15	5.08	8.18	8.11	3.35	12.92	14.53	5.25	15.24	6.55	10.55	8.39	5.16	11.81	9.46	-2.56	5.73	-4.07	-3.38	-2.6	-18.19	-6.33	-5.94	-13.13	-12.2	-18.5	-19.83	-22.74
subregion	Clark County	Workplace	-0.01	-14.4	1.95	6.53	1.33	0.68	4.75	-1.7	3.42	3.26	7.17	0.66	3.43	7.93	10.16	6.84	2.61	3.26	1.99	4.13	14.27	1.69	4.1	1.95	3.26	3.33	-2.76	3.16	-5.09	-9.6	-13.73	-18.31	-20.01	-21.38	-3.19	-22.04	-26.72	-32.03	-32.03	-32.68	-32.43	-11.12	-22.04
subregion	Clark County	Residential																																											
subregion	Clay County	Retail & recreation	2.43	-6.26	1.04	5.49	4.89	-2.49	1.97	1.22	-11.47	3.15	17.57	10.77	15.69	16.82	15.85	6.25	29.47	30.76	16.65	12.39	14.84	30.47	4.16	5.25	17.57	15.68	12.39	-1.99	4.87	-1.05	-2.11	-3.3	-16.67	-12.41	-15.85	-30.49	-22.93	-31.59	-15.39	-10.79	-15.71	-21.79	-7.32
subregion	Clay County	Grocery & pharmacy																																											
subregion	Clay County	Parks																																											
subregion	Clay County	Transit stations																																											
subregion	Clay County	Workplace		-17.0	0.99	0.99	-2.94	8.79			-1.0	0.99	2.96	-2.94	2.2			1.0	1.98	2.96	1.96	1.09			-1.0	0.99	0.99	0.0	5.49			-6.0	-9.9	-12.88	-16.67	-15.38			-20.0	-26.73	-24.75	-25.5	-20.88		
subregion	Clay County	Residential																																											
subregion	Cleburne County	Retail & recreation	5.72	-1.98	3.31	9.67	3.95	4.39	3.78	-2.61	2.63	1.98	15.2	5.93	21.24	22.73	18.74	7.89	20.96	18.43	16.99	21.61	19.49	20.83	0.43	16.33	5.53	4.74	16.48	-10.11	4.16	-16.23	-20.98	-15.21	-31.22	-22.72	-34.3	-41.15	-28.95	-36.43	-26.73	-23.32	-25.28	-43.69	-16.15
subregion	Cleburne County	Grocery & pharmacy	5.26	10.46	4.16	6.97	27.95	15.23	17.2	14.47	29.07	13.54	11.63	27.95	38.08	41.39	26.31	37.2	35.41	23.25	38.7	35.23	32.25	28.95	12.78	23.95	13.94	58.06	48.56	21.5	32.89	27.91	9.37	21.51	18.27	5.71	3.22	-22.37	-8.14	-23.97	-5.81	-6.46	-8.58	-15.05	-0.01
subregion	Cleburne County	Parks																																											
subregion	Cleburne County	Transit stations																																											
subregion	Cleburne County	Workplace	-0.01	-11.81	1.13	2.22	-0.01	2.39	-2.75	-4.62	7.44	-0.01	1.11	1.71	1.18	-1.37	-1.55	6.82	1.71	2.78	2.29	-0.01	1.36	-1.55	5.58	1.71	-0.56	0.56	-0.61	-1.37	-4.62	-10.57	-19.44	-21.24	-21.84	-29.35	-19.19	-40.0	-31.68	-39.44	-38.55	-39.09	-40.73	-27.41	-36.93
subregion	Cleburne County	Residential																																											
subregion	Cleveland County	Retail & recreation																																											
subregion	Cleveland County	Grocery & pharmacy																																											
subregion	Cleveland County	Parks																																											
subregion	Cleveland County	Transit stations																																											
subregion	Cleveland County	Workplace		-29.55	-2.19	2.17	2.21					-6.54	6.51						-2.19	2.17					-2.28	2.17	2.17					-11.37	-19.57	-21.75	-20.01	-23.27			-27.28	-30.45	-28.27	-26.68	-32.57		
subregion	Cleveland County	Residential																																											
subregion	Columbia County	Retail & recreation	9.09	-0.01	-0.4	8.29	11.33	6.11	6.56	5.74	11.3	10.36	23.64	28.74	25.4	25.91	29.66	20.92	38.64	12.86	29.55	18.33	12.77	21.05	8.78	16.73	26.14	34.41	13.51	19.71	6.21	11.71	5.58	1.24	6.88	-10.93	-11.31	-22.97	-13.81	-19.53	-11.62	-7.69	-15.12	-22.63	-17.71
subregion	Columbia County	Grocery & pharmacy	-26.31	-32.98	-26.08	-15.12	-18.18	-22.41	-21.99	-25.0	-12.77	-19.57	-2.33	-25.14	-13.8	-6.6	-18.42	-8.51	-5.44	-9.3	0.53	-16.38	-13.19	-13.16	-8.51	-6.52	4.65	6.94	-8.62	-2.21	-14.47	-2.13	-0.01	-4.07	-3.75	-8.62	-5.5	-19.74	-30.85	-31.52	-31.4	-28.35	-23.71	-24.18	-19.74
subregion	Columbia County	Parks																																											
subregion	Columbia County	Transit stations																																											
subregion	Columbia County	Workplace	-1.96	-17.49	2.05	1.99	0.67	-0.01	-1.73	-5.89	7.68	6.16	3.33	2.72	0.69	8.61	1.95	4.19	5.47	-0.01	2.72	-0.71	8.61	5.88	2.09	4.1	1.99	4.07	-9.79	12.06	-3.93	-2.81	-13.02	-18.67	-17.7	-18.19	-0.01	-19.61	-25.18	-30.83	-27.34	-27.9	-32.17	-15.52	-19.61
subregion	Columbia County	Residential																																											
subregion	Conway County	Retail & recreation	4.41	-6.91	-2.81	5.14	5.65	4.0	-5.97	3.86	-0.87	7.95	16.31	19.83	15.42	14.23	28.71	18.96	29.67	18.87	23.48	10.49	10.91	23.19	11.2	15.69	16.31	22.67	12.03	-3.32	10.49	8.61	-1.94	-1.3	-3.65	-8.65	-17.23	-34.81	-20.27	-19.58	-21.46	-14.58	-15.44	-26.83	1.65
subregion	Conway County	Grocery & pharmacy	1.23	-14.13	-11.96	-1.14	-2.28	5.93	-5.21	-14.82	-0.01	-4.36	-0.01	-0.01	16.82	15.62	-0.01	3.25	9.78	11.23	17.04	11.88	16.65	9.86	1.07	4.34	14.6	32.95	27.71	13.54	14.81	9.78	6.52	-0.01	10.21	18.8	12.49	-12.35	2.17	-8.7	-7.87	2.26	7.91	-17.71	3.7
subregion	Conway County	Parks																																											
subregion	Conway County	Transit stations	-8.2	4.34	-1.38	2.66	0.0	9.63	4.41	-3.28	-1.45	2.74	1.34	3.95	13.25	16.17	13.11	-1.45	1.37	14.66	6.57	7.23	16.17	16.39	17.39	10.96	0.0	13.16	18.07	25.0	18.03	-1.45	5.48	13.33	0.0	6.02	-1.47	0.0	-1.45	-4.11	-6.67	-3.94	0.0	-4.41	-1.64
subregion	Conway County	Workplace	-1.79	-19.43	0.0	2.79	2.07	7.35	8.19	3.57	5.03	0.7	4.89	4.13	6.62	11.47	3.57	7.2	8.39	2.09	5.51	7.35	8.19	5.36	2.88	0.0	6.99	2.76	5.88	6.55	-7.15	-7.19	-12.59	-16.08	-19.31	-19.85	-1.64	-12.51	-24.46	-28.68	-27.28	-31.04	-27.21	-16.4	-25.0
subregion	Conway County	Residential																																											
subregion	Craighead County	Retail & recreation	6.16	3.42	-2.68	-0.4	2.31	1.41	3.92	0.34	1.68	5.06	22.18	21.77	18.57	23.95	19.82	13.68	21.14	14.06	18.08	10.96	10.15	14.42	3.62	11.67	7.79	6.56	4.56	-5.57	-3.36	-7.72	-12.94	-18.59	-20.6	-31.11	-44.68	-48.95	-34.88	-40.16	-36.78	-31.73	-36.86	-49.75	-31.58
subregion	Craighead County	Grocery & pharmacy	11.07	0.27	-0.83	1.99	3.29	2.64	3.72	4.87	0.79	3.97	8.51	9.62	13.11	15.15	16.69	9.7	18.35	9.31	11.46	10.01	9.32	15.8	4.78	12.18	9.31	25.29	25.54	10.95	22.0	16.09	12.32	5.58	12.12	9.78	-5.72	-16.1	-8.51	-15.21	-11.71	-9.23	-9.9	-22.5	-2.81
subregion	Craighead County	Parks																																											
subregion	Craighead County	Transit stations		-11.95	1.41	4.4	11.76	17.38	5.35		-0.01	4.28	14.7	19.1	23.17	7.13		7.45	14.27	11.76	14.7	7.24	1.78		16.4	22.84	8.81	4.4	2.89	-5.37		-13.45	-8.58	1.46	-1.48	-13.05	-21.44	-20.47	-11.95	-21.44	-14.71	-10.31	-5.8	-5.37	
subregion	Craighead County	Workplace	0.33	-13.13	0.22	0.45	0.81	-0.62	3.57	1.7	1.08	0.22	1.85	0.34	0.11	6.55	-0.01	1.44	1.28	1.85	0.81	-2.71	1.48	1.02	0.71	0.46	1.73	0.11	-0.75	3.27	-1.72	-11.57	-15.58	-17.57	-18.98	-23.23	-11.95	-22.61	-29.0	-33.15	-32.68	-33.38	-35.27	-15.83	-23.63
subregion	Craighead County	Residential	-0.02	4.8	1.59	-0.04	0.45	-0.37	0.12	0.46	2.16	-0.25	-1.72	-1.46	-3.52	-3.34	-1.94	0.23	-2.04	-1.69	-1.94	-1.25	-2.12	-2.13	2.14	-0.64	-0.03	-0.22	-0.11	3.54	2.07	7.64	6.67	7.98	9.73	11.14	8.68	9.6	12.64	15.01	12.61	11.99	13.6	8.06	4.27
subregion	Crawford County	Retail & recreation	4.83	4.0	2.51	4.42	3.61	2.59	8.91	-1.53	7.2	12.4	13.95	16.79	19.06	20.08	19.21	16.05	30.67	17.31	18.72	13.54	17.15	16.03	7.33	16.45	13.68	22.73	7.47	3.26	3.45	4.0	-2.94	-4.84	-9.7	-14.74	-15.02	-30.3	-19.54	-21.9	-20.95	-16.16	-23.52	-24.5	-15.92
subregion	Crawford County	Grocery & pharmacy	7.38	-0.36	-4.85	1.84	0.7	2.84	0.96	-8.57	4.87	-2.78	9.62	9.18	18.35	14.33	12.83	6.27	16.25	23.33	15.89	14.86	11.71	12.83	0.69	3.46	19.25	36.39	26.89	9.77	17.5	13.23	5.18	14.81	9.89	15.81	12.04	-9.35	1.04	-2.09	6.29	8.11	-1.28	-7.5	-0.79
subregion	Crawford County	Parks																																											
subregion	Crawford County	Transit stations		-12.29	-3.51	5.45	0.0	-1.6			1.75	12.28	9.09	6.55	15.87			5.26	21.05	40.0	18.03	25.39			7.01	22.8	32.73	22.95	22.22			15.79	15.79	27.27	9.83	12.7			3.5	8.77	14.54	0.0	3.17	-11.12	
subregion	Crawford County	Workplace	6.74	-19.18	0.88	1.05	1.05	1.44	3.19	2.8	1.61	1.94	1.4	3.17	1.98	3.65	4.5	1.97	2.82	1.23	3.0	0.36	1.37	3.37	1.43	1.76	1.4	3.17	1.44	-0.91	3.37	-11.47	-17.84	-20.49	-22.05	-26.22	-11.41	-20.78	-30.65	-31.63	-32.22	-35.09	-35.98	-22.38	-21.35
subregion	Crawford County	Residential		3.84	0.24	-1.58	-0.91	0.42	-0.59		-0.16	-0.35	-1.28	-1.76	-3.19	-3.53		-1.84	-2.89	-2.0	-3.01	-1.76	-1.9		0.83	-1.42	-1.22	-2.86	0.64	3.51		4.42	6.9	6.79	9.13	10.5			11.18	11.97	11.07	11.38	14.21		
subregion	Crittenden County	Retail & recreation	9.53	-2.65	-6.31	4.51	-3.74	8.11	10.24	8.41	5.96	12.93	25.92	27.54	26.82	21.78	36.63	20.11	28.85	24.31	22.54	19.37	21.78	29.91	8.61	21.23	10.78	14.92	12.7	1.83	8.22	-2.98	3.64	-3.39	-9.55	-11.13	-19.56	-28.23	-15.9	-21.72	-20.29	-15.08	-16.63	-26.9	-14.77
subregion	Crittenden County	Grocery & pharmacy	0.62	-3.4	-5.15	4.98	-1.72	1.0	2.35	-4.34	-0.01	-1.14	3.51	15.22	8.5	6.81	10.52	9.62	13.71	11.72	16.09	8.75	10.99	10.83	8.5	4.86	4.69	26.43	24.24	9.42	13.62	16.71	16.0	4.98	22.99	19.75	9.15	-5.57	2.55	-3.15	-3.81	-2.3	-2.25	-4.97	-11.15
subregion	Crittenden County	Parks																																											
